epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,79372.2,1.59521,1.36109,1.03853,0.45903,0.32051,0.32879,0.17757,1.47239,1.01058,0.99156,0.00999886,0.00333295,0.00999886,0.00333295,0.00999886,0.00333295,0.00999886,0.00333295
